Día natural,Predicción Inferior,Predicción Superior,Predicción central,Material,Oficina de Ventas Unifica,Zona de ventas.1
2021-06-15,1230.725963219451,3824.112833074273,2602.033059879047,1020253,,Centro Norte
2021-06-16,1596.2941652722004,4362.053497384127,2969.0216798474466,1020253,,Centro Norte
2021-06-17,2035.990488041437,4686.416316591489,3415.2149127368853,1020253,,Centro Norte
2021-06-11,-80.17627325068335,1028.6323783003982,480.6887421274015,1020042,,Centro Norte
2021-06-12,-292.19206876039283,835.2059665550315,261.73859247899895,1020042,,Centro Norte
2021-06-13,-349.6968871200944,710.2818944322537,163.28024931643358,1020042,,Centro Norte
2021-06-14,-444.80041486495145,630.3432860858906,101.83706942524438,1020042,,Centro Norte
2021-06-15,-196.41707547265443,834.0993795982123,338.14680103945534,1020042,,Centro Norte
2021-06-16,-38.159949880600344,1030.1511715053398,493.1667954940408,1020042,,Centro Norte
2021-06-17,-209.85450064691662,929.7938170500303,378.4210032240543,1020042,,Centro Norte
2021-06-11,2924.6948861829223,5855.329869533226,4365.043649153322,1020027,,Centro Norte
2021-06-12,1507.7573673280551,4360.152391756099,2913.8434125324643,1020027,,Centro Norte
2021-06-13,-1257.852244484342,1697.1704760196876,245.62028607270804,1020027,,Centro Norte
2021-06-14,929.7808572171,3762.6568196584362,2345.1138905755724,1020027,,Centro Norte
2021-06-15,2109.8032926801093,4974.594257082013,3553.9228890137656,1020027,,Centro Norte
2021-06-16,2490.640469955988,5349.655656385165,3866.548161145962,1020027,,Centro Norte
2021-06-17,3066.0798708154202,5919.869708872373,4450.545468347654,1020027,,Centro Norte
2021-06-11,7812.407225090235,15063.423331311013,11282.853859883653,1020013,,Centro Norte
2021-06-12,2855.797089763199,10484.902192085412,6732.165538868266,1020013,,Centro Norte
2021-06-13,-3861.5588816876125,3517.3201797844695,-314.514071326922,1020013,,Centro Norte
2021-06-14,1448.176987304165,8660.765502495851,4788.671682317316,1020013,,Centro Norte
2021-06-15,4251.47368173389,11552.553971030853,7698.429534597981,1020013,,Centro Norte
2021-06-16,5116.472101237881,12615.918756148505,8963.22024729865,1020013,,Centro Norte
2021-06-17,4746.961813882492,12314.450386268207,8476.53321050539,1020013,,Centro Norte
2021-06-11,3467.5405658038826,6807.352544004073,5174.848039496352,1020010,,Centro Norte
2021-06-12,1690.2678321191152,5109.216226770852,3457.6896140969534,1020010,,Centro Norte
2021-06-13,-818.2560065983655,2802.741506907244,921.3494506755574,1020010,,Centro Norte
2021-06-14,1388.4795545102086,4794.883932406799,3186.031619841724,1020010,,Centro Norte
2021-06-15,2839.5772108919327,6361.143441734626,4647.33147377877,1020010,,Centro Norte
2021-06-16,3376.3172530483193,6899.196217557323,5100.967699724327,1020010,,Centro Norte
2021-06-17,3048.670224631881,6681.494298163253,4876.588844335149,1020010,,Centro Norte
2021-06-11,559.7861193337346,3188.883942415481,1879.2583086057184,1020003,,Centro Norte
2021-06-12,-134.4413958934276,2521.480520238626,1158.8449696446335,1020003,,Centro Norte
2021-06-13,-1522.3517052339391,1256.4097235315116,-133.55225787356017,1020003,,Centro Norte
2021-06-14,-722.8368552382643,1944.359230220072,588.9415950960278,1020003,,Centro Norte
2021-06-15,-117.2683001923224,2517.321139880082,1213.5916553070542,1020003,,Centro Norte
2021-06-16,244.1434650539903,2938.379360616974,1597.807336652308,1020003,,Centro Norte
2021-06-17,576.7085684135437,3218.226276783348,1895.7103878740254,1020003,,Centro Norte
2021-06-11,1923.4813352543156,4305.527362922244,3140.0745868131244,1020001,,Centro Norte
2021-06-12,867.7622615787639,3421.5516390627913,2173.2460858975714,1020001,,Centro Norte
2021-06-13,-579.4575903602332,1842.5669113266244,621.7403327155107,1020001,,Centro Norte
2021-06-14,232.8217873466464,2694.512869252912,1482.9503619113311,1020001,,Centro Norte
2021-06-15,983.8252250163056,3549.468073921787,2251.6177312817163,1020001,,Centro Norte
2021-06-16,1213.321847727608,3692.7506800278356,2420.506730154609,1020001,,Centro Norte
2021-06-17,1517.5333928458908,3978.754268585911,2774.9065229347007,1020001,,Centro Norte
2021-06-11,554.3850450645791,4316.233206324091,2464.723768369925,1010695,,Centro Norte
2021-06-12,-581.9457683186516,3262.8950866604955,1447.585674670649,1010695,,Centro Norte
2021-06-13,-1440.512784933732,2299.3856362574606,331.6926910668981,1010695,,Centro Norte
2021-06-14,-1447.0332788070518,2154.150031569698,432.86787773795277,1010695,,Centro Norte
2021-06-15,-182.7935589726685,3761.962283832139,1822.4995158638217,1010695,,Centro Norte
2021-06-16,-51.399041305369934,3693.8306065589304,1834.848207994316,1010695,,Centro Norte
2021-06-17,-156.22498805500928,3693.979907606676,1775.0529903370132,1010695,,Centro Norte
2021-06-11,4221.3621689915135,9536.197953138579,6793.987611322322,1010267,,Centro Norte
2021-06-12,1391.096516931517,6829.975364586738,4180.017718819099,1010267,,Centro Norte
2021-06-13,-2944.5751261055675,2500.7637598922042,-388.7606194459313,1010267,,Centro Norte
2021-06-14,1023.6805933837678,6222.376053447353,3610.9318927059885,1010267,,Centro Norte
2021-06-15,4678.895299344543,9995.05326411809,7299.339191705298,1010267,,Centro Norte
2021-06-16,3624.0587800096055,8963.163518080213,6183.188983000677,1010267,,Centro Norte
2021-06-17,3859.863408723651,9230.852598397363,6605.839301792177,1010267,,Centro Norte
2021-06-11,22763.954791669577,35647.99287527087,29023.295861405124,1010078,,Centro Norte
2021-06-12,9569.35018569274,22406.41445498052,16186.054543010001,1010078,,Centro Norte
2021-06-13,-4995.882332343736,8598.583380224472,1683.9346468047497,1010078,,Centro Norte
2021-06-14,7182.3695967973745,20098.637968313134,13784.673149350227,1010078,,Centro Norte
2021-06-15,12459.13238713556,25627.960954576956,19547.742865477085,1010078,,Centro Norte
2021-06-16,15382.271556240876,28654.997317956157,22062.968757285897,1010078,,Centro Norte
2021-06-17,17793.181118252378,30053.117861715993,23924.137599715134,1010078,,Centro Norte
2021-06-11,242.51492745625728,1655.8613614224234,931.3054810684463,1010077,,Centro Norte
2021-06-12,-437.4332405068513,1063.2037833680881,336.99168904808676,1010077,,Centro Norte
2021-06-13,-979.6842397959671,503.3891647036678,-221.2058553267252,1010077,,Centro Norte
2021-06-14,-520.4209779613308,1006.2118883137828,211.56355554836864,1010077,,Centro Norte
2021-06-15,-93.77764694795663,1449.4525811489953,694.7067730351857,1010077,,Centro Norte
2021-06-16,9.864396228623969,1526.3429050843038,773.603320548624,1010077,,Centro Norte
2021-06-17,250.8155257446155,1735.758666382532,1025.6612790319873,1010077,,Centro Norte
2021-06-11,5153.771214655825,13464.168249528786,9032.497244978014,1010048,,Centro Norte
2021-06-12,-794.1804345759058,8091.568528440506,3515.8622322296255,1010048,,Centro Norte
2021-06-13,-8731.877308556526,220.6692822531909,-4315.590443392213,1010048,,Centro Norte
2021-06-14,-1802.9109679024582,6680.284381361693,2525.982653639817,1010048,,Centro Norte
2021-06-15,338.2525823622481,9004.927194426682,4666.246824167802,1010048,,Centro Norte
2021-06-16,1520.1250128601991,10191.585185097338,5981.194409156761,1010048,,Centro Norte
2021-06-17,2808.309731586365,10787.126962487098,6679.767159907327,1010048,,Centro Norte
2021-06-11,3140.220528798379,8015.844147860899,5619.592618602118,1010002,,Centro Norte
2021-06-12,335.2974115803726,4924.6818509504,2566.5046226261397,1010002,,Centro Norte
2021-06-13,-3886.566066851166,836.9932239241424,-1558.2754012357564,1010002,,Centro Norte
2021-06-14,-654.3064586220556,3988.2877231164107,1632.6885061445005,1010002,,Centro Norte
2021-06-15,672.4349744217501,5388.754334554197,3094.9667556186796,1010002,,Centro Norte
2021-06-16,1330.3234665675923,6404.382462806329,3805.130727803113,1010002,,Centro Norte
2021-06-17,2768.202765683357,7310.807640286135,5041.27174476773,1010002,,Centro Norte
2021-06-11,3918.386247149425,7364.516218174647,5596.715106871667,1020253,,Centro Sur
2021-06-12,2695.5437097613535,6189.286421245704,4502.796888637653,1020253,,Centro Sur
2021-06-13,725.9480691691053,3845.3254405101193,2261.725958998666,1020253,,Centro Sur
2021-06-14,1874.6794976636456,5496.30727298353,3674.7264084778453,1020253,,Centro Sur
2021-06-15,2405.1048852803233,5969.474965776003,4207.16726612454,1020253,,Centro Sur
2021-06-16,3294.4330209783316,6617.511896495511,4934.299660809458,1020253,,Centro Sur
2021-06-17,3205.8094185134055,6681.32158129152,4850.662903745693,1020253,,Centro Sur
2021-06-11,1348.6535659223919,3576.203905867429,2520.298935453259,1020042,,Centro Sur
2021-06-12,740.9031313724199,3052.8167937061767,1904.46923273523,1020042,,Centro Sur
2021-06-13,-2093.606797507916,225.87935520486442,-924.7038967394612,1020042,,Centro Sur
2021-06-14,203.17808306305676,2416.194373043082,1318.08198175915,1020042,,Centro Sur
2021-06-15,1009.9107824872103,3169.5176735484047,2027.977720464477,1020042,,Centro Sur
2021-06-16,589.7528260610197,2794.8997766848356,1708.3334691926964,1020042,,Centro Sur
2021-06-17,1099.9893481187491,3276.037628413016,2164.5741569136057,1020042,,Centro Sur
2021-06-11,4307.658689909456,8075.688809231748,6211.959828414443,1020027,,Centro Sur
2021-06-12,3278.6387238602592,7105.315682703753,5180.686678192762,1020027,,Centro Sur
2021-06-13,-1052.8286755164,2559.376438893006,738.0987491516557,1020027,,Centro Sur
2021-06-14,1967.83320205041,5384.097408982696,3636.4244004009292,1020027,,Centro Sur
2021-06-15,2996.275316173563,6776.81186390676,4855.570817659569,1020027,,Centro Sur
2021-06-16,3760.2604134928906,7377.256269949148,5596.898630658778,1020027,,Centro Sur
2021-06-17,3324.2753045590416,7044.6399441072,5104.686138724305,1020027,,Centro Sur
2021-06-11,21285.486526446257,36948.16555137508,28966.000811937207,1020013,,Centro Sur
2021-06-12,13208.705057883728,29131.912670512575,21260.164169986878,1020013,,Centro Sur
2021-06-13,-10004.125569516524,5083.5166051672495,-2459.8767466630197,1020013,,Centro Sur
2021-06-14,4599.872092615988,20727.252252747916,12885.516309823965,1020013,,Centro Sur
2021-06-15,10543.907894274898,25416.444754530025,17956.205159875506,1020013,,Centro Sur
2021-06-16,14294.916674779253,29599.65887736207,22010.581041622863,1020013,,Centro Sur
2021-06-17,15744.177799729003,30673.675781847152,23213.691887589113,1020013,,Centro Sur
2021-06-11,8872.333117431966,15673.004008313033,12128.860039874035,1020010,,Centro Sur
2021-06-12,7258.509163601555,13931.517867344659,10762.714854436408,1020010,,Centro Sur
2021-06-13,-1204.2823582409098,5491.585032549668,2045.4643204899157,1020010,,Centro Sur
2021-06-14,5433.543728656764,12139.398094823688,8657.87664420254,1020010,,Centro Sur
2021-06-15,7979.987170882686,14555.973496008959,11330.06807197333,1020010,,Centro Sur
2021-06-16,7921.674413808141,14429.306475743886,11281.899286731925,1020010,,Centro Sur
2021-06-17,9502.147370626053,16412.357698541593,12686.050780223328,1020010,,Centro Sur
2021-06-11,812.1155921342838,3877.5988045144622,2357.7361269042094,1020003,,Centro Sur
2021-06-12,680.6228765887934,3666.495235468761,2204.431521009198,1020003,,Centro Sur
2021-06-13,-2674.1558733862444,476.64281276726643,-1027.1121885827704,1020003,,Centro Sur
2021-06-14,-653.7997191554708,2311.9214594604105,860.9235369766868,1020003,,Centro Sur
2021-06-15,193.606764516033,3309.83344320452,1820.3210774510667,1020003,,Centro Sur
2021-06-16,363.81814635898195,3415.0088816890643,1898.3543999467504,1020003,,Centro Sur
2021-06-17,681.3178508604736,3826.49537347763,2305.0300189049976,1020003,,Centro Sur
2021-06-11,3593.483770768534,6807.48383652906,5198.260322138281,1020001,,Centro Sur
2021-06-12,3028.6144030457763,6354.658471685143,4709.5094304423765,1020001,,Centro Sur
2021-06-13,-986.0944356887841,2185.5815143363184,510.9653692756888,1020001,,Centro Sur
2021-06-14,1732.5551353992532,5216.301808527415,3495.611818360354,1020001,,Centro Sur
2021-06-15,2604.3629227809743,5816.749351996485,4241.644640519086,1020001,,Centro Sur
2021-06-16,2532.7209875957333,5929.292982025745,4205.8569144809935,1020001,,Centro Sur
2021-06-17,2935.0609380565497,6213.4767633151505,4535.195216006205,1020001,,Centro Sur
2021-06-11,1086.8837779649705,6067.203547588973,3558.6689191197943,1010695,,Centro Sur
2021-06-12,-300.9193423710697,4786.974513787424,2337.5632544590653,1010695,,Centro Sur
2021-06-13,-1663.898716448493,3310.872313010214,819.4190306273442,1010695,,Centro Sur
2021-06-14,-923.2125937459683,4113.684942332474,1754.2273859417855,1010695,,Centro Sur
2021-06-15,-466.8413301615272,4685.888705459007,2077.2321608446246,1010695,,Centro Sur
2021-06-16,440.26602925164343,5315.939477623526,2834.3419642662348,1010695,,Centro Sur
2021-06-17,338.8778448112726,5138.965832320721,2763.824958728161,1010695,,Centro Sur
2021-06-11,6119.831964026888,12388.12870882381,9221.663421343594,1010267,,Centro Sur
2021-06-12,3849.508779803213,10581.385220745578,7237.736851142964,1010267,,Centro Sur
2021-06-13,-3651.1558032803396,3146.0406497577437,-388.4309864676534,1010267,,Centro Sur
2021-06-14,3064.275121556243,9782.354983931933,6431.067014548162,1010267,,Centro Sur
2021-06-15,5723.298918086063,12296.767352067964,9098.464332039935,1010267,,Centro Sur
2021-06-16,5866.533118584973,12276.311978925709,8950.968489827426,1010267,,Centro Sur
2021-06-17,5545.899147715714,11927.128594331394,8608.29945477773,1010267,,Centro Sur
2021-06-11,42768.649548444926,68358.74270157231,55651.51515374233,1010078,,Centro Sur
2021-06-12,26783.491607989043,50807.33747883272,38577.565947228795,1010078,,Centro Sur
2021-06-13,-10494.11561246884,15183.298312005754,1834.4339426691513,1010078,,Centro Sur
2021-06-14,16433.36606135846,41527.16995014462,28453.719168658707,1010078,,Centro Sur
2021-06-15,24571.222518993374,48484.94819376869,36892.41402563546,1010078,,Centro Sur
2021-06-16,29059.581019212645,54317.15261045241,42218.04334295592,1010078,,Centro Sur
2021-06-17,30689.23674443407,56375.629320664346,43821.323912731925,1010078,,Centro Sur
2021-06-11,1509.2532777717586,3937.7898983771356,2678.9185281916075,1010077,,Centro Sur
2021-06-12,783.7128434877801,3220.944709188469,2044.8844430988395,1010077,,Centro Sur
2021-06-13,-1540.4402032585174,910.9769717615976,-338.79380855705995,1010077,,Centro Sur
2021-06-14,86.04893787782383,2410.6456656526598,1200.2859253488284,1010077,,Centro Sur
2021-06-15,640.7322096585513,3015.3171320175334,1879.9452443873693,1010077,,Centro Sur
2021-06-16,999.4889391506306,3432.850409737758,2265.6066563006143,1010077,,Centro Sur
2021-06-17,1282.2068682599815,3726.708324201167,2482.410826985573,1010077,,Centro Sur
2021-06-11,5894.357458535777,17092.653704745157,11881.568222564458,1010048,,Centro Sur
2021-06-12,2251.4006588005805,13101.632297937946,7569.058290231498,1010048,,Centro Sur
2021-06-13,-11733.231048780503,-619.286972404256,-5920.557641130157,1010048,,Centro Sur
2021-06-14,-692.0514660833082,9747.802832113137,4663.545258721698,1010048,,Centro Sur
2021-06-15,1239.0805905637421,12397.252079798087,6958.785869270685,1010048,,Centro Sur
2021-06-16,3210.220045478721,14176.523566486576,8759.791605209153,1010048,,Centro Sur
2021-06-17,4119.303974358258,15214.885717945372,9591.920016308524,1010048,,Centro Sur
2021-06-11,1877.7479696786054,7070.680600381407,4521.72271802168,1010002,,Centro Sur
2021-06-12,-125.7816246760984,4999.50652851334,2426.0672944077714,1010002,,Centro Sur
2021-06-13,-5014.260409254531,292.47806284166126,-2217.525848420554,1010002,,Centro Sur
2021-06-14,-1738.0142770447094,3299.938618398693,828.6003466010866,1010002,,Centro Sur
2021-06-15,-477.9855296355086,4447.4275225433685,1895.7442149521867,1010002,,Centro Sur
2021-06-16,703.5971866059963,5825.431045132007,3410.5153058924543,1010002,,Centro Sur
2021-06-17,852.7184150853711,5871.748118965311,3389.5776092944748,1010002,,Centro Sur
2021-06-11,1287.2222250940765,3185.343703136125,2226.021481141899,1020253,,Sur
2021-06-12,907.97361468404,2791.231804496571,1885.0839805219773,1020253,,Sur
2021-06-13,272.7705509597978,2109.4948603298676,1206.6726522279848,1020253,,Sur
2021-06-14,770.3406939131646,2671.8755144007628,1735.1918686761576,1020253,,Sur
2021-06-15,869.8386056745946,2721.857324996327,1836.999982116794,1020253,,Sur
2021-06-16,1016.0171868671001,2876.2556811062877,1936.5727004016344,1020253,,Sur
2021-06-17,1126.9183802769494,2997.384915312424,2088.939993727085,1020253,,Sur
2021-06-11,1157.7143758719487,3142.448050532299,2125.235467414601,1020042,,Sur
2021-06-12,335.49042379930546,2366.8915404542445,1355.8495833444824,1020042,,Sur
2021-06-13,-1971.1524279774128,66.44302702079207,-956.9206523965668,1020042,,Sur
2021-06-14,405.29532377193993,2462.533984510646,1500.2506348285697,1020042,,Sur
2021-06-15,868.644416696499,2789.069632512298,1833.1282691124748,1020042,,Sur
