Día natural,Predicción Inferior,Predicción Superior,Predicción central,Material,Sector,Tipo de cliente
2021-06-13,-4775.8883385457675,1307.571439990477,-1596.827916938354,1010077,Pollo,Grandes Clientes
2021-06-14,-210.1243677258554,5892.51919933675,3023.816191105886,1010077,Pollo,Grandes Clientes
2021-06-15,1723.6926176789775,7468.173471363742,4673.028905375671,1010077,Pollo,Grandes Clientes
2021-06-16,2665.5689048783615,8356.501269188408,5606.207654802764,1010077,Pollo,Grandes Clientes
2021-06-17,3526.0245677396965,9634.085134298955,6516.330512011971,1010077,Pollo,Grandes Clientes
2021-06-11,24652.458604683794,65911.48860614005,45106.943355553376,1010048,Pollo,Grandes Clientes
2021-06-12,4314.738809314991,44205.0260965613,25055.318879895916,1010048,Pollo,Grandes Clientes
2021-06-13,-43236.71832415372,-1481.2559956327502,-23638.605273460926,1010048,Pollo,Grandes Clientes
2021-06-14,-6120.473279290702,33248.334803899124,13168.692738358051,1010048,Pollo,Grandes Clientes
2021-06-15,7438.579732588496,49110.65562931707,28267.269012430716,1010048,Pollo,Grandes Clientes
2021-06-16,13194.583582326286,53511.86255737849,34498.88203945074,1010048,Pollo,Grandes Clientes
2021-06-17,18053.416762323737,59265.219611817716,38359.618375154474,1010048,Pollo,Grandes Clientes
2021-06-11,24687.22950043901,45969.82657423974,35293.83533188389,1010002,Pollo,Grandes Clientes
2021-06-12,11257.974700369097,34212.865890351946,22354.35256884182,1010002,Pollo,Grandes Clientes
2021-06-13,-20904.16049194315,423.14669801698005,-10051.71051817802,1010002,Pollo,Grandes Clientes
2021-06-14,-449.5897340669508,22583.752833100996,10960.31121447419,1010002,Pollo,Grandes Clientes
2021-06-15,10345.919753575075,31830.175266098468,21861.555753663142,1010002,Pollo,Grandes Clientes
2021-06-16,14555.737652001248,36993.64223691067,25420.882934857676,1010002,Pollo,Grandes Clientes
2021-06-17,19672.49665993226,42211.706436199456,31171.88031295473,1010002,Pollo,Grandes Clientes
2021-06-11,11748.803807065171,20714.258942349752,16362.465771076735,1020253,Cerdo,Foodservice
2021-06-12,8772.990833591042,17645.6436235404,13360.443015284558,1020253,Cerdo,Foodservice
2021-06-13,1509.54287250268,10586.525008474413,6303.194323440183,1020253,Cerdo,Foodservice
2021-06-14,5899.155760872207,14684.6657415531,10386.701704543422,1020253,Cerdo,Foodservice
2021-06-15,7483.795305346853,16853.003722891284,12425.170827908025,1020253,Cerdo,Foodservice
2021-06-16,9197.851739324251,18411.346228052425,13969.462669907227,1020253,Cerdo,Foodservice
2021-06-17,10362.633744259729,19436.57946426266,14928.00438479317,1020253,Cerdo,Foodservice
2021-06-11,3400.727577462577,8505.741563608795,5913.521243376687,1020042,Cerdo,Foodservice
2021-06-12,1488.5292468593818,6611.389117554965,3959.985931348461,1020042,Cerdo,Foodservice
2021-06-13,-5494.609027106778,-668.077452165345,-3167.9923971716407,1020042,Cerdo,Foodservice
2021-06-14,409.93106285549715,5164.19267147896,2728.2809880595632,1020042,Cerdo,Foodservice
2021-06-15,2373.1902323549075,7257.287291377267,4738.957760880717,1020042,Cerdo,Foodservice
2021-06-16,1721.9383105014042,6792.349477174997,4311.90656320624,1020042,Cerdo,Foodservice
